transaction_id,account_id,customer_id,transaction_timestamp,transaction_type,channel,merchant_category,amount,currency,is_international,ingestion_source
TXN000000064,ACCT0001111,CUST000554,2025-07-18 17:34:29,deposit,mobile_app,financial_services,1754.19,CAD,False,card_event_stream
TXN000000065,ACCT0000563,CUST000277,2026-05-09 17:34:29,purchase,atm,restaurant,386.89,CAD,False,card_event_stream
TXN000000066,ACCT0000809,CUST000406,2026-01-31 17:34:29,purchase,mobile_app,grocery,77.93,CAD,True,batch_core_banking
TXN000000067,ACCT0000630,CUST000313,2025-11-14 17:34:29,withdrawal,api,grocery,6.46,CAD,False,batch_core_banking
TXN000000068,ACCT0001780,CUST000880,2025-06-05 17:34:29,transfer,web,retail,110.12,CAD,False,payments_api
TXN000000069,ACCT0000552,CUST000271,2026-03-28 17:34:29,purchase,point_of_sale,health,248.28,CAD,False,card_event_stream
TXN000000070,ACCT0001462,CUST000732,2026-01-26 17:34:29,payment,web,transportation,99.47,CAD,False,batch_core_banking
TXN000000071,ACCT0001964,CUST000975,2025-08-26 17:34:29,transfer,point_of_sale,grocery,418.12,CAD,False,batch_core_banking
TXN000000072,ACCT0000917,CUST000459,2026-04-28 17:34:29,transfer,mobile_app,grocery,16.62,CAD,False,batch_core_banking
TXN000000073,ACCT0000161,CUST000082,2025-11-29 17:34:29,purchase,point_of_sale,restaurant,170.76,CAD,False,batch_core_banking
TXN000000074,ACCT0001758,CUST000871,2025-06-25 17:34:29,deposit,mobile_app,transportation,742.67,CAD,False,payments_api
TXN000000075,ACCT0001437,CUST000718,2025-11-26 17:34:29,deposit,web,financial_services,1067.0,CAD,False,card_event_stream
TXN000000076,ACCT0000704,CUST000348,2025-06-27 17:34:29,withdrawal,web,travel,5.75,CAD,False,payments_api
TXN000000077,ACCT0000826,CUST000414,2025-12-01 17:34:29,purchase,atm,financial_services,444.07,CAD,False,batch_core_banking
TXN000000078,ACCT0000670,CUST000329,2025-09-03 17:34:29,purchase,web,travel,185.15,CAD,False,batch_core_banking
TXN000000079,ACCT0000937,CUST000469,2026-03-16 17:34:29,purchase,mobile_app,restaurant,179.11,CAD,False,payments_api
TXN000000080,ACCT0001438,CUST000718,2026-03-30 17:34:29,deposit,mobile_app,financial_services,1759.99,CAD,False,card_event_stream
TXN000000081,ACCT0000330,CUST000163,2025-12-25 17:34:29,withdrawal,mobile_app,grocery,151.93,CAD,False,payments_api
TXN000000082,ACCT0000256,CUST000131,2025-11-13 17:34:29,deposit,atm,financial_services,2135.2,CAD,True,batch_core_banking
TXN000000083,ACCT0000779,CUST000387,2025-10-19 17:34:29,purchase,point_of_sale,grocery,92.57,CAD,False,batch_core_banking
TXN000000084,ACCT0000103,CUST000053,2026-05-14 17:34:29,transfer,point_of_sale,health,264.21,CAD,False,card_event_stream
TXN000000085,ACCT0000673,CUST000331,2026-02-06 17:34:29,transfer,mobile_app,health,136.53,CAD,False,payments_api
TXN000000086,ACCT0000128,CUST000065,2026-04-28 17:34:29,payment,mobile_app,retail,198.38,CAD,False,payments_api
TXN000000087,ACCT0000131,CUST000066,2025-08-27 17:34:29,payment,atm,retail,1936.1,CAD,False,payments_api
TXN000000088,ACCT0000070,CUST000036,2026-03-05 17:34:29,deposit,atm,financial_services,1538.77,CAD,False,batch_core_banking
TXN000000089,ACCT0001003,CUST000500,2026-01-04 17:34:29,payment,api,travel,388.15,CAD,False,batch_core_banking
TXN000000090,ACCT0001169,CUST000583,2025-12-06 17:34:29,withdrawal,point_of_sale,retail,90.02,CAD,True,card_event_stream
TXN000000091,ACCT0000718,CUST000355,2026-01-19 17:34:29,purchase,api,grocery,368.85,CAD,False,payments_api
TXN000000092,ACCT0000873,CUST000437,2026-01-12 17:34:29,purchase,web,financial_services,163.56,CAD,False,card_event_stream
TXN000000093,ACCT0000584,CUST000287,2025-11-25 17:34:29,deposit,atm,restaurant,2678.41,CAD,False,payments_api
TXN000000094,ACCT0001665,CUST000831,2025-07-19 17:34:29,purchase,point_of_sale,health,97.14,CAD,False,card_event_stream
TXN000000095,ACCT0001157,CUST000578,2026-01-06 17:34:29,purchase,branch,financial_services,256.83,CAD,False,payments_api
TXN000000096,ACCT0001760,CUST000871,2025-07-15 17:34:29,purchase,api,grocery,34.42,CAD,False,payments_api
TXN000000097,ACCT0000536,CUST000261,2025-09-10 17:34:29,purchase,atm,health,248.73,CAD,True,payments_api
TXN000000098,ACCT0001120,CUST000556,2025-05-27 17:34:29,purchase,branch,travel,15.15,CAD,True,card_event_stream
TXN000000099,ACCT0001559,CUST000781,2025-07-24 17:34:29,transfer,web,health,72.56,CAD,False,payments_api
TXN000000100,ACCT0001834,CUST000906,2026-04-18 17:34:29,purchase,web,restaurant,119.41,CAD,False,card_event_stream
TXN000000101,ACCT0001388,CUST000694,2025-10-27 17:34:29,payment,mobile_app,retail,298.03,CAD,False,batch_core_banking
TXN000000102,ACCT0001559,CUST000781,2025-11-24 17:34:29,purchase,branch,retail,280.39,CAD,False,card_event_stream
TXN000000103,ACCT0000164,CUST000083,2025-12-28 17:34:29,payment,point_of_sale,grocery,738.11,CAD,False,batch_core_banking
TXN000000104,ACCT0000904,CUST000452,2025-07-29 17:34:29,payment,mobile_app,transportation,994.26,CAD,False,card_event_stream
TXN000000105,ACCT0000046,CUST000023,2025-09-09 17:34:29,transfer,point_of_sale,health,118.7,CAD,False,card_event_stream
TXN000000106,ACCT0001414,CUST000708,2025-06-25 17:34:29,withdrawal,api,utilities,479.34,CAD,False,payments_api
TXN000000107,ACCT0001211,CUST000607,2026-02-02 17:34:29,fee,point_of_sale,retail,8.04,CAD,False,batch_core_banking
TXN000000108,ACCT0000831,CUST000418,2026-05-01 17:34:29,payment,point_of_sale,financial_services,3371.35,CAD,False,payments_api
TXN000000109,ACCT0000272,CUST000140,2026-02-17 17:34:29,purchase,point_of_sale,travel,290.46,CAD,False,card_event_stream
TXN000000110,ACCT0000755,CUST000374,2025-11-23 17:34:29,transfer,web,financial_services,105.57,CAD,False,batch_core_banking
TXN000000111,ACCT0002010,CUST000999,2025-10-30 17:34:29,purchase,branch,transportation,49.54,CAD,False,payments_api
TXN000000112,ACCT0001455,CUST000728,2025-06-27 17:34:29,payment,atm,restaurant,1220.22,CAD,False,card_event_stream
TXN000000113,ACCT0001545,CUST000772,2026-03-24 17:34:29,withdrawal,point_of_sale,restaurant,235.84,CAD,False,card_event_stream
TXN000000114,ACCT0002004,CUST000995,2026-03-18 17:34:29,withdrawal,point_of_sale,travel,161.59,CAD,False,card_event_stream
TXN000000115,ACCT0001562,CUST000784,2025-10-30 17:34:29,purchase,atm,utilities,366.29,CAD,False,payments_api
TXN000000116,ACCT0000671,CUST000330,2026-02-24 17:34:29,transfer,atm,grocery,274.54,CAD,False,card_event_stream
TXN000000117,ACCT0000931,CUST000468,2025-05-28 17:34:29,transfer,atm,transportation,275.18,CAD,False,batch_core_banking
TXN000000118,ACCT0001592,CUST000797,2025-06-08 17:34:29,deposit,web,transportation,1594.63,CAD,False,payments_api
TXN000000119,ACCT0000540,CUST000264,2025-10-23 17:34:29,deposit,branch,utilities,1217.65,CAD,False,payments_api
TXN000000120,ACCT0000623,CUST000310,2026-03-28 17:34:29,transfer,branch,health,264.76,CAD,False,payments_api
TXN000000121,ACCT0001674,CUST000836,2026-05-04 17:34:29,fee,mobile_app,health,11.96,CAD,False,card_event_stream
TXN000000122,ACCT0001959,CUST000972,2025-10-16 17:34:29,deposit,branch,financial_services,881.36,CAD,False,payments_api
TXN000000123,ACCT0001350,CUST000677,2025-07-30 17:34:29,transfer,point_of_sale,transportation,21.93,CAD,False,batch_core_banking
TXN000000124,ACCT0000380,CUST000185,2025-06-16 17:34:29,withdrawal,api,financial_services,133.43,CAD,False,card_event_stream
TXN000000125,ACCT0001544,CUST000771,2025-07-30 17:34:29,deposit,branch,transportation,2594.12,CAD,False,card_event_stream
TXN000000126,ACCT0001266,CUST000634,2025-09-04 17:34:29,purchase,point_of_sale,retail,174.99,CAD,False,card_event_stream
TXN000000127,ACCT0001647,CUST000824,2026-03-15 17:34:29,transfer,mobile_app,restaurant,227.53,CAD,False,card_event_stream
TXN000000128,ACCT0000398,CUST000195,2025-12-18 17:34:29,payment,mobile_app,health,1348.28,CAD,False,batch_core_banking
TXN000000129,ACCT0000154,CUST000077,2025-10-15 17:34:29,purchase,web,utilities,121.7,CAD,False,card_event_stream
TXN000000130,ACCT0000760,CUST000377,2026-01-29 17:34:29,transfer,api,travel,149.87,CAD,False,batch_core_banking
TXN000000131,ACCT0001827,CUST000903,2026-03-02 17:34:29,payment,mobile_app,grocery,1419.56,CAD,False,payments_api
TXN000000132,ACCT0000710,CUST000351,2026-05-24 17:34:29,transfer,atm,grocery,58.66,CAD,False,card_event_stream
TXN000000133,ACCT0001207,CUST000606,2025-10-21 17:34:29,payment,api,financial_services,2540.88,CAD,False,card_event_stream
TXN000000134,ACCT0001775,CUST000878,2025-05-31 17:34:29,payment,mobile_app,financial_services,240.81,CAD,False,card_event_stream
TXN000000135,ACCT0000858,CUST000429,2026-03-18 17:34:29,purchase,branch,transportation,80.55,CAD,False,batch_core_banking
TXN000000136,ACCT0001254,CUST000629,2026-04-19 17:34:29,transfer,branch,utilities,86.25,CAD,False,card_event_stream
TXN000000137,ACCT0001007,CUST000503,2025-09-07 17:34:29,transfer,api,transportation,267.93,CAD,False,card_event_stream
TXN000000138,ACCT0000332,CUST000164,2025-10-18 17:34:29,payment,mobile_app,health,1041.73,CAD,False,payments_api
TXN000000139,ACCT0000429,CUST000211,2025-07-11 17:34:29,payment,mobile_app,grocery,2695.32,CAD,False,payments_api
TXN000000140,ACCT0000750,CUST000371,2026-02-04 17:34:29,payment,api,restaurant,1218.8,CAD,False,batch_core_banking
TXN000000141,ACCT0000652,CUST000322,2025-09-15 17:34:29,payment,branch,utilities,1407.63,CAD,False,batch_core_banking
TXN000000142,ACCT0000130,CUST000066,2026-02-07 17:34:29,deposit,mobile_app,retail,65.85,CAD,True,payments_api
TXN000000143,ACCT0001598,CUST000801,2026-02-25 17:34:29,purchase,mobile_app,retail,31.76,CAD,False,payments_api
TXN000000144,ACCT0001528,CUST000765,2026-01-27 17:34:29,transfer,api,health,23.7,CAD,False,payments_api
TXN000000145,ACCT0000299,CUST000151,2026-01-29 17:34:29,payment,branch,financial_services,914.06,CAD,False,payments_api
TXN000000146,ACCT0001663,CUST000831,2025-08-22 17:34:29,withdrawal,atm,travel,404.78,CAD,False,batch_core_banking
TXN000000147,ACCT0000505,CUST000246,2025-12-31 17:34:29,payment,atm,financial_services,1701.92,CAD,False,payments_api
TXN000000148,ACCT0001435,CUST000717,2025-10-02 17:34:29,purchase,branch,transportation,145.64,CAD,False,card_event_stream
TXN000000149,ACCT0001888,CUST000937,2025-09-22 17:34:29,purchase,atm,retail,166.7,CAD,False,batch_core_banking
TXN000000150,ACCT0001415,CUST000708,2026-02-06 17:34:29,purchase,atm,grocery,224.59,CAD,False,card_event_stream
TXN000000151,ACCT0000511,CUST000248,2025-10-29 17:34:29,transfer,atm,financial_services,372.23,CAD,False,card_event_stream
TXN000000152,ACCT0000430,CUST000212,2025-09-21 17:34:29,purchase,api,restaurant,473.52,CAD,False,batch_core_banking
TXN000000153,ACCT0000710,CUST000351,2026-02-03 17:34:29,deposit,point_of_sale,utilities,286.42,CAD,False,payments_api
TXN000000154,ACCT0000875,CUST000438,2025-07-17 17:34:29,payment,point_of_sale,health,470.23,CAD,False,payments_api
TXN000000155,ACCT0001677,CUST000837,2026-05-17 17:34:29,fee,atm,transportation,2.71,CAD,False,card_event_stream
TXN000000156,ACCT0000508,CUST000247,2025-08-17 17:34:29,purchase,mobile_app,grocery,56.18,CAD,False,card_event_stream
TXN000000157,ACCT0001752,CUST000869,2026-03-08 17:34:29,purchase,point_of_sale,retail,217.26,CAD,False,batch_core_banking
TXN000000158,ACCT0000727,CUST000360,2025-11-17 17:34:29,payment,branch,retail,2088.6,CAD,False,payments_api
TXN000000159,ACCT0000930,CUST000467,2026-05-09 17:34:29,payment,mobile_app,transportation,1131.64,CAD,False,card_event_stream
TXN000000160,ACCT0001273,CUST000638,2025-12-24 17:34:29,purchase,mobile_app,restaurant,36.44,CAD,False,payments_api
TXN000000161,ACCT0001277,CUST000640,2026-03-25 17:34:29,purchase,atm,retail,144.9,CAD,False,payments_api
TXN000000162,ACCT0001814,CUST000895,2026-04-14 17:34:29,purchase,mobile_app,transportation,82.08,CAD,False,payments_api
TXN000000163,ACCT0001399,CUST000700,2026-05-17 17:34:29,transfer,mobile_app,utilities,590.59,CAD,False,payments_api
TXN000000164,ACCT0001110,CUST000553,2025-07-21 17:34:29,deposit,branch,health,246.89,CAD,False,payments_api
TXN000000165,ACCT0001236,CUST000622,2025-10-05 17:34:29,purchase,web,transportation,152.49,CAD,False,payments_api
TXN000000166,ACCT0001001,CUST000499,2025-12-29 17:34:29,deposit,atm,transportation,3021.25,CAD,False,card_event_stream
TXN000000167,ACCT0001614,CUST000811,2026-01-02 17:34:29,purchase,api,restaurant,111.56,CAD,False,card_event_stream
TXN000000168,ACCT0001493,CUST000748,2025-11-18 17:34:29,deposit,point_of_sale,transportation,1028.96,CAD,False,payments_api
TXN000000169,ACCT0001243,CUST000625,2026-01-29 17:34:29,deposit,atm,health,878.3,CAD,False,batch_core_banking
TXN000000170,ACCT0000929,CUST000466,2026-03-15 17:34:29,purchase,api,transportation,68.51,CAD,False,batch_core_banking
TXN000000171,ACCT0000295,CUST000150,2025-09-19 17:34:29,payment,point_of_sale,restaurant,2435.56,CAD,False,card_event_stream
TXN000000172,ACCT0000575,CUST000283,2025-09-02 17:34:29,payment,api,restaurant,790.68,CAD,True,card_event_stream
TXN000000173,ACCT0000600,CUST000297,2025-12-06 17:34:29,deposit,web,grocery,2580.09,CAD,False,payments_api
TXN000000174,ACCT0000118,CUST000060,2026-05-25 17:34:29,deposit,branch,restaurant,81.56,CAD,False,card_event_stream
TXN000000175,ACCT0000204,CUST000105,2025-06-28 17:34:29,deposit,web,health,960.01,CAD,False,card_event_stream
TXN000000176,ACCT0000956,CUST000478,2026-04-16 17:34:29,withdrawal,mobile_app,retail,11.27,CAD,False,card_event_stream
TXN000000177,ACCT0000882,CUST000441,2026-03-06 17:34:29,transfer,point_of_sale,transportation,245.37,CAD,False,card_event_stream
TXN000000178,ACCT0000318,CUST000159,2026-05-08 17:34:29,fee,atm,financial_services,1.01,CAD,False,payments_api
TXN000000179,ACCT0001565,CUST000785,2025-08-20 17:34:29,purchase,atm,retail,216.3,CAD,True,batch_core_banking
TXN000000180,ACCT0001225,CUST000617,2025-06-15 17:34:29,fee,branch,health,19.12,CAD,False,card_event_stream
TXN000000181,ACCT0000659,CUST000324,2026-03-16 17:34:29,transfer,branch,restaurant,203.53,CAD,False,payments_api
TXN000000182,ACCT0001245,CUST000626,2026-01-19 17:34:29,deposit,atm,financial_services,1370.74,CAD,False,card_event_stream
TXN000000183,ACCT0001270,CUST000636,2026-03-19 17:34:29,transfer,web,financial_services,42.26,CAD,True,card_event_stream
TXN000000184,ACCT0000150,CUST000075,2026-04-23 17:34:29,purchase,mobile_app,travel,207.95,CAD,False,batch_core_banking
TXN000000185,ACCT0000698,CUST000344,2025-10-05 17:34:29,purchase,branch,transportation,114.4,CAD,True,card_event_stream
TXN000000186,ACCT0000251,CUST000128,2025-11-29 17:34:29,purchase,api,restaurant,37.54,CAD,False,batch_core_banking
TXN000000187,ACCT0001613,CUST000810,2026-01-02 17:34:29,purchase,atm,travel,222.21,CAD,False,card_event_stream
TXN000000188,ACCT0000209,CUST000108,2025-08-23 17:34:29,purchase,api,restaurant,525.0,CAD,False,batch_core_banking
TXN000000189,ACCT0001583,CUST000793,2026-01-04 17:34:29,transfer,web,travel,66.09,CAD,False,batch_core_banking
TXN000000190,ACCT0001688,CUST000841,2025-07-01 17:34:29,withdrawal,atm,health,275.54,CAD,False,payments_api
TXN000000191,ACCT0000131,CUST000066,2025-07-16 17:34:29,purchase,api,financial_services,187.45,CAD,False,batch_core_banking
TXN000000192,ACCT0001047,CUST000521,2026-02-06 17:34:29,purchase,mobile_app,utilities,109.98,CAD,False,card_event_stream
TXN000000193,ACCT0000090,CUST000045,2026-04-18 17:34:29,purchase,mobile_app,utilities,218.65,CAD,False,card_event_stream
TXN000000194,ACCT0001354,CUST000678,2025-12-11 17:34:29,transfer,branch,transportation,451.35,CAD,False,card_event_stream
TXN000000195,ACCT0001781,CUST000881,2025-05-31 17:34:29,transfer,atm,health,191.79,CAD,False,payments_api
TXN000000196,ACCT0001499,CUST000750,2025-07-22 17:34:29,withdrawal,web,utilities,38.0,CAD,False,card_event_stream
TXN000000197,ACCT0001474,CUST000738,2025-10-16 17:34:29,purchase,point_of_sale,financial_services,109.84,CAD,False,card_event_stream
TXN000000198,ACCT0000966,CUST000482,2025-10-17 17:34:29,purchase,api,health,177.59,CAD,False,card_event_stream
TXN000000199,ACCT0000818,CUST000410,2025-06-18 17:34:29,deposit,branch,retail,1744.06,CAD,False,payments_api
TXN000000200,ACCT0000571,CUST000281,2026-02-19 17:34:29,fee,atm,health,13.41,CAD,False,payments_api
TXN000000201,ACCT0000477,CUST000234,2025-11-24 17:34:29,purchase,point_of_sale,restaurant,6.02,CAD,True,card_event_stream
TXN000000202,ACCT0000895,CUST000447,2025-11-20 17:34:29,purchase,branch,grocery,1.89,CAD,False,batch_core_banking
TXN000000203,ACCT0001256,CUST000630,2025-09-24 17:34:29,purchase,atm,grocery,171.15,CAD,False,payments_api
TXN000000204,ACCT0001227,CUST000617,2026-04-28 17:34:29,purchase,point_of_sale,grocery,9.55,CAD,False,card_event_stream
TXN000000205,ACCT0001933,CUST000959,2025-09-18 17:34:29,transfer,web,financial_services,94.79,CAD,False,payments_api
TXN000000206,ACCT0001924,CUST000956,2026-04-04 17:34:29,withdrawal,mobile_app,health,592.94,CAD,True,payments_api
TXN000000207,ACCT0000213,CUST000109,2026-02-26 17:34:29,transfer,web,transportation,53.18,CAD,False,batch_core_banking
TXN000000208,ACCT0001769,CUST000876,2025-05-29 17:34:29,deposit,mobile_app,health,877.49,CAD,False,payments_api
TXN000000209,ACCT0001300,CUST000651,2026-02-17 17:34:29,fee,api,grocery,5.76,CAD,False,payments_api
TXN000000210,ACCT0000066,CUST000034,2025-05-29 17:34:29,payment,web,health,1869.77,CAD,False,payments_api
TXN000000211,ACCT0000671,CUST000330,2025-06-20 17:34:29,deposit,api,grocery,1036.9,CAD,True,payments_api
TXN000000212,ACCT0001291,CUST000647,2026-04-15 17:34:29,transfer,web,financial_services,39.36,CAD,True,payments_api
TXN000000213,ACCT0001106,CUST000552,2025-10-30 17:34:29,transfer,web,grocery,413.9,CAD,False,payments_api
TXN000000214,ACCT0001802,CUST000890,2025-10-01 17:34:29,purchase,point_of_sale,transportation,436.51,CAD,False,card_event_stream
TXN000000215,ACCT0001928,CUST000957,2026-04-11 17:34:29,purchase,web,transportation,28.1,CAD,False,payments_api
TXN000000216,ACCT0001511,CUST000756,2026-03-02 17:34:29,fee,mobile_app,restaurant,0.33,CAD,False,card_event_stream
TXN000000217,ACCT0001289,CUST000645,2026-01-21 17:34:29,payment,branch,restaurant,2106.76,CAD,False,payments_api
TXN000000218,ACCT0001673,CUST000836,2025-11-14 17:34:29,purchase,api,travel,47.46,CAD,False,batch_core_banking
TXN000000219,ACCT0000687,CUST000339,2026-02-01 17:34:29,purchase,web,travel,291.84,CAD,False,batch_core_banking
TXN000000220,ACCT0001528,CUST000765,2025-10-14 17:34:29,purchase,branch,transportation,343.12,CAD,False,payments_api
TXN000000221,ACCT0001619,CUST000813,2025-07-03 17:34:29,purchase,point_of_sale,financial_services,315.3,CAD,False,payments_api
TXN000000222,ACCT0001529,CUST000765,2025-08-01 17:34:29,purchase,atm,utilities,168.57,CAD,False,batch_core_banking
